locale	ui_path	surface	target_text	placeholders	source_style_guide	source_phrasebook	review_focus	native_review_status	reviewer_notes
uk	complianceAndMonetization.monetization.buyLabelTemplate	complianceAndMonetization	Купити за {price}	{price}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.pricingPitchTemplate	complianceAndMonetization	Одноразовий платіж {price} прибирає рекламу. Це не щомісячна підписка.	{price}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.removeAdsActiveTitle	complianceAndMonetization	Навчання без реклами ввімкнено		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.removeAdsBodyTemplate	complianceAndMonetization	На безплатних навчальних екранах може бути реклама. Одноразовий платіж {price} прибирає рекламу з навчальних екранів; у пробному іспиті реклами немає.	{price}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.removeAdsTitle	complianceAndMonetization	Прибрати рекламу		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.restoreLabel	complianceAndMonetization	Відновити попередню покупку		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.statusMessages.error	complianceAndMonetization	Покупка зараз недоступна. Спробуйте пізніше.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.statusMessages.idle	complianceAndMonetization	Якщо ви вже купували раніше, покупку можна відновити тут.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.statusMessages.pending	complianceAndMonetization	Очікуємо підтвердження з магазину застосунків.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.statusMessages.purchased	complianceAndMonetization	Рекламу вимкнено на цьому пристрої.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.monetization.statusMessages.restored	complianceAndMonetization	Покупку відновлено, рекламу вимкнено.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.adsAndPurchases.body	complianceAndMonetization	Безплатна версія може показувати рекламу на навчальних екранах. На екранах пробного іспиту з таймером реклами немає. Прибирання реклами — це одноразова покупка, яку можна відновити через магазин застосунків.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.adsAndPurchases.title	complianceAndMonetization	Реклама та покупки		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.dataBoundary.body	complianceAndMonetization	У повідомленнях до підтримки не надсилайте ім’я, ідентифікаційний номер, подробиці міграційної справи або офіційні документи. Застосунку не потрібні ці дані, щоб допомогти вам навчатися.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.dataBoundary.title	complianceAndMonetization	Не надсилайте чутливу інформацію		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.localProgressStorage.body	complianceAndMonetization	Прогрес, налаштування, позначені запитання, неправильні відповіді, XP, дні навчання поспіль і вибір звуку зберігаються на цьому пристрої, щоб застосунок пам’ятав, де ви зупинилися.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.localProgressStorage.title	complianceAndMonetization	Ваш навчальний прогрес зберігається на цьому пристрої		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.noAccountRequired.body	complianceAndMonetization	Застосунок не просить створювати обліковий запис, вводити електронну пошту, телефон або профільні дані. Навчальні розділи можна використовувати без реєстрації.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.noAccountRequired.title	complianceAndMonetization	Обліковий запис не потрібен		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	complianceAndMonetization.privacy.title	complianceAndMonetization	Політика конфіденційності		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	languagePicker.availableBadge	languagePicker	Доступно		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	languagePicker.blockedAccessibilityLabelTemplate	languagePicker	{label}: мовна версія готується	{label}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	languagePicker.comingSoonBody	languagePicker	Українські тексти проходять перевірку перед публікацією. Поки що застосунок доступний шведською та англійською.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	languagePicker.comingSoonTitle	languagePicker	Ця мовна версія готується.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	languagePicker.currentLanguageLabelTemplate	languagePicker	Поточна мова: {label}	{label}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	languagePicker.title	languagePicker	Виберіть мову запитань		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	languagePicker.unavailableBadge	languagePicker	Готується		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.aboutTheTest.body	remainingHighFrequencyRoutes	Застосунок допомагає повторювати демократію, права, обов’язки та інституції у Швеції. Він зберігає назви шведських інституцій, як-от шведський парламент (Riksdag), замість замінювати їх установами іншої країни.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.aboutTheTest.eyebrow	remainingHighFrequencyRoutes	Про тест		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.aboutTheTest.independenceBody	remainingHighFrequencyRoutes	Цей застосунок є незалежним навчальним інструментом. Він не представляє UHR, Migrationsverket або інший державний орган і не обіцяє жодного офіційного рішення.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.aboutTheTest.independenceTitle	remainingHighFrequencyRoutes	Це не офіційний іспит		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.aboutTheTest.sourceBoundary	remainingHighFrequencyRoutes	Навчальні тексти підготовлено на основі матеріалів UHR і відкритої інформації. Завжди перевіряйте найактуальніші дані у відповідному органі.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.aboutTheTest.title	remainingHighFrequencyRoutes	Що допомагає тренувати цей застосунок		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.onboarding.chooseLanguage	remainingHighFrequencyRoutes	Виберіть мову запитань		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.onboarding.eyebrow	remainingHighFrequencyRoutes	Вітаємо		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.onboarding.privacyNote	remainingHighFrequencyRoutes	Ваш навчальний прогрес зберігається на цьому пристрої. Обліковий запис не потрібен.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.onboarding.setGoal	remainingHighFrequencyRoutes	Встановіть щоденну мету		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.onboarding.startLearning	remainingHighFrequencyRoutes	Почати навчання		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.onboarding.subtitle	remainingHighFrequencyRoutes	Незалежний навчальний інструмент: щоденні вправи, пробний іспит і повторення неправильних відповідей.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.onboarding.title	remainingHighFrequencyRoutes	Спокійно готуйтеся до знань про суспільство у Швеції		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.search.emptyBody	remainingHighFrequencyRoutes	Спробуйте коротший пошук, наприклад “Riksdag”, “муніципалітет” або “права”.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.search.emptyTitle	remainingHighFrequencyRoutes	Нічого не знайдено		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.search.placeholder	remainingHighFrequencyRoutes	Введіть тему, інституцію або ключове слово		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.search.resultTypeLabels.chapter	remainingHighFrequencyRoutes	Розділ		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.search.resultTypeLabels.glossary	remainingHighFrequencyRoutes	Поняття		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.search.resultTypeLabels.question	remainingHighFrequencyRoutes	Запитання		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.search.title	remainingHighFrequencyRoutes	Шукайте поняття й розділи		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.sources.openSource	remainingHighFrequencyRoutes	Відкрити джерело		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.sources.publicInfoLabel	remainingHighFrequencyRoutes	Відкрита офіційна інформація		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.sources.subtitle	remainingHighFrequencyRoutes	Перевірте, на якому матеріалі ґрунтується запитання або пояснення. Позначка джерела не означає офіційного схвалення цього застосунку.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.sources.title	remainingHighFrequencyRoutes	Джерела для навчання		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.sources.uhrLabel	remainingHighFrequencyRoutes	Джерельні матеріали UHR		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.support.feedbackPrompt	remainingHighFrequencyRoutes	Опишіть проблему або пропозицію		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.support.privacyReminder	remainingHighFrequencyRoutes	Не надсилайте особисту інформацію чи документи. Достатньо описати екран, запитання або фрагмент тексту.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.support.sendFeedback	remainingHighFrequencyRoutes	Надіслати відгук		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.support.subtitle	remainingHighFrequencyRoutes	Напишіть нам, якщо текст незрозумілий, джерело потрібно перевірити або щось не працює.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	remainingHighFrequencyRoutes.support.title	remainingHighFrequencyRoutes	Підтримка та відгуки		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.audioDisabledLabel	settings	Звук вимкнено		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.audioEnabledLabel	settings	Звук увімкнено		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.audioTitle	settings	Звук		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.backToProfile	settings	← Назад до профілю		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.backToProfileAccessibilityLabel	settings	Повернутися до профілю		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	settings.confirmImport	settings	Підтвердити імпорт		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.confirmImportAccessibilityLabel	settings	Підтвердити імпорт навчальних даних на цьому пристрої		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	settings.dailyGoalPresetLabels.10	settings	Регулярно		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.dailyGoalPresetLabels.20	settings	Інтенсивно		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.dailyGoalPresetLabels.40	settings	Дуже інтенсивно		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.dailyGoalPresetLabels.5	settings	Спокійно		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.dailyGoalSummaryTemplate	settings	{answerCount} запитань на день	{answerCount}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.dailyGoalTitle	settings	Щоденна мета		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.disableAudioAccessibilityLabel	settings	Вимкнути звук		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	settings.enableAudioAccessibilityLabel	settings	Увімкнути звук		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	settings.importErrors.emptyInput	settings	Вставте JSON перед перевіркою.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importErrors.invalidJson	settings	Цей JSON неможливо прочитати.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importErrors.invalidSchema	settings	Структура імпорту недійсна або містить невідомі поля.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importErrors.noSupportedStudyData	settings	Імпорт не містить підтримуваних навчальних даних.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importErrors.purchaseFieldsRejected	settings	Імпорт містить поля, пов’язані з покупками, квитанціями або магазином застосунків. Видаліть їх і відновіть покупки через магазин застосунків.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	settings.importErrors.unsupportedVersion	settings	Ця версія імпорту наразі не підтримується.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importPasteLabel	settings	Вставте експортований JSON		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importPastePlaceholder	settings	Вставте експорт тут		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importPreview	settings	Перевірити імпорт		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importPreviewAccessibilityLabel	settings	Перевірити імпорт навчальних даних на цьому пристрої		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	settings.importPurchasesNote	settings	Покупки, квитанції та дані магазину застосунків не імпортуються. Відновлюйте покупки через магазин застосунків.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
uk	settings.importReset	settings	Очистити поле імпорту		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importSectionSubtitle	settings	Вставте JSON, експортований із цього застосунку. Перед записом будь-яких даних ви побачите короткий підсумок.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importSuccess	settings	Імпорт завершено.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTemplates.bookmarks	settings	{count} запитань, позначених для повторення	{count}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTemplates.completedQuestions	settings	{count} запитань із збереженим прогресом	{count}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTemplates.fsrsCards	settings	{count} карток повторення FSRS	{count}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTemplates.fsrsDays	settings	{count} днів повторення FSRS	{count}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTemplates.mockExams	settings	{count} записів пробного іспиту	{count}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTemplates.settings	settings	{count} налаштувань	{count}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTemplates.streakFreeze	settings	Дні безперервного навчання та їхній захист включено		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTemplates.wrongAnswers	settings	{count} записів про неправильні відповіді	{count}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.importSummaryTitle	settings	Підсумок перед імпортом		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.importTitle	settings	Імпорт навчальних даних		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.languageAccessibilityLabelTemplate	settings	Змінити мову запитань на: {label}	{label}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	settings.languageOptions.en	settings	Підтримка англійською		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.languageOptions.sv	settings	Шведська		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.questionLanguageTitle	settings	Мова запитань		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.setDailyGoalAccessibilityLabelTemplate	settings	Встановити щоденну мету: {goal} запитань	{goal}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	settings.setThemeModeAccessibilityLabelTemplate	settings	Вибрати вигляд: {label}	{label}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
uk	settings.subtitle	settings	Керуйте мовою запитань, звуком, виглядом і щоденною метою.		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.themeDarkLabel	settings	Темна тема		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.themeLightLabel	settings	Світла тема		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.themeModeSummaryTemplate	settings	Поточний вигляд: {label}	{label}	docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
uk	settings.themeModeTitle	settings	Вигляд		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.themeSystemLabel	settings	Використовувати налаштування пристрою		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	settings.title	settings	Налаштування		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	studyEntryPoints.dashboard.completedQuestions	studyEntryPoints	Завершені запитання		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
uk	studyEntryPoints.dashboard.correctAnswers	studyEntryPoints	Правильні відповіді		docs/localization/sample-corpus/uk/style-guide.md	locales/uk/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
