id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q011	ar	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad betyder demokrati?	What does democracy mean?	ماذا تعني الديمقراطية؟	a	Folkstyre	Rule by the people	حكم الشعب	a: Folkstyre | b: Militärstyre | c: Envälde | d: Företagsstyre	a: Rule by the people | b: Military rule | c: Autocracy | d: Rule by companies	a: حكم الشعب | b: حكم عسكري | c: حكم فردي مطلق | d: حكم الشركات	Demokrati betyder folkstyre: makten utgår från folket och medborgarna kan påverka beslut. Människor ska kunna välja mellan flera politiska alternativ, och de som får makten ska kunna bytas ut. Militärstyre, envälde och företagsstyre lägger makten någon annanstans.	Democracy means rule by the people: power comes from the people, and citizens can influence decisions. People should be able to choose between several political alternatives, and those who gain power can be replaced. Military rule, autocracy, and rule by companies place power somewhere else.	تعني الديمقراطية حكم الشعب: فالسلطة تنبع من الشعب ويمكن للمواطنين التأثير في القرارات. ويجب أن يستطيع الناس الاختيار بين بدائل سياسية متعددة وأن يمكن استبدال من يتولى السلطة.	pending_native_review	pending_reviewer_notes
q012	ar	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vilket av följande ingår i fria val i en demokrati?	Which of the following is part of free elections in a democracy?	أي مما يلي يدخل في الانتخابات الحرة في الديمقراطية؟	a	Alla som har rätt att rösta har en röst var	Everyone who is eligible to vote has one vote	كل من له حق التصويت له صوت واحد	a: Alla som har rätt att rösta har en röst var | b: Bara ett parti får ställa upp | c: Väljare måste visa offentligt hur de röstar | d: Regeringen bestämmer hur alla röster ska användas	a: Everyone who is eligible to vote has one vote | b: Only one party may stand for election | c: Voters must publicly show how they vote | d: The government decides how all votes must be used	a: كل من له حق التصويت له صوت واحد | b: يسمح لحزب واحد فقط بالترشح | c: يجب على الناخبين أن يبينوا علنًا كيف يصوتون | d: تقرر الحكومة كيف تستخدم كل الأصوات	Fria val innebär att alla som har rätt att rösta har en röst var. Väljare ska kunna uttrycka sina åsikter utan hot eller tvång, det ska finnas flera partier och valet ska vara hemligt.	Free elections mean that everyone who is eligible to vote has one vote. Voters should be able to express their views without threats or coercion, there should be several parties, and the vote should be secret.	تعني الانتخابات الحرة أن كل من له حق التصويت له صوت واحد. وينبغي أن يستطيع الناخبون التعبير عن آرائهم من دون تهديد أو إكراه، وأن توجد عدة أحزاب، وأن يكون التصويت سريًا.	pending_native_review	pending_reviewer_notes
q013	ar	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	En stark demokrati	10	Hur kan människor påverka samhället och delta i demokratin?	How can people influence society and participate in democracy?	ما الطريقة التي يمكن بها التأثير والمشاركة في المجتمع؟	a	Kontakta politiker, demonstrera eller skriva på en namninsamling	Contact politicians, join a demonstration, or sign a petition	الاتصال بالسياسيين أو التظاهر أو توقيع عريضة	a: Kontakta politiker, demonstrera eller skriva på en namninsamling | b: Förbjuda andra från att rösta i politiska val | c: Tvinga journalister att skriva vissa åsikter | d: Stoppa människor från att prata om politik	a: Contact politicians, join a demonstration, or sign a petition | b: Ban others from voting in political elections | c: Force journalists to write certain opinions | d: Stop people from talking about politics	a: الاتصال بالسياسيين أو التظاهر أو توقيع عريضة | b: منع الآخرين من التصويت في الانتخابات السياسية | c: إجبار الصحفيين على كتابة آراء معينة | d: منع الناس من الحديث عن السياسة	Det finns flera demokratiska sätt att påverka och delta i samhället, till exempel att kontakta politiker, demonstrera och starta eller skriva på en namninsamling. De andra alternativen skulle hindra människor från att rösta, uttrycka åsikter eller delta i demokratin.	People can influence and participate in society in several democratic ways, including contacting politicians, joining a demonstration, and starting or signing a petition. The other options would stop people from voting, expressing opinions, or taking part in democracy.	توجد عدة طرق ديمقراطية للتأثير والمشاركة في المجتمع، مثل الاتصال بالسياسيين والتظاهر وبدء عريضة أو توقيعها. أما الخيارات الأخرى فتمنع الناس من التصويت أو التعبير عن الآراء أو المشاركة في الديمقراطية.	pending_native_review	pending_reviewer_notes
q014	ar	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad kallas det när lagarna gäller lika för alla och ingen får dömas utan en rättvis rättegång?	What is it called when laws apply equally to everyone and no one can be convicted without a fair trial?	ماذا يسمى عندما تطبق القوانين بالتساوي على الجميع ولا يدان أحد من دون محاكمة عادلة؟	a	Rättssäkerhet	The rule of law	الأمن القانوني	a: Rättssäkerhet | b: Censur | c: Segregation | d: Monarki	a: The rule of law | b: Censorship | c: Segregation | d: Monarchy	a: الأمن القانوني | b: رقابة | c: عزل اجتماعي | d: ملكية	Rättssäkerhet betyder att lagarna gäller för alla och att ingen får dömas utan en rättvis rättegång. Censur, segregation och monarki betyder andra saker.	The rule of law means that laws apply to everyone and that no one can be convicted without a fair trial. Censorship, segregation, and monarchy mean other things.	الأمن القانوني يعني أن القوانين تطبق على الجميع وأنه لا يجوز إدانة أحد من دون محاكمة عادلة. أما الرقابة والعزل الاجتماعي والملكية فهي أمور أخرى.	pending_native_review	pending_reviewer_notes
q015	ar	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Hot mot demokratin	11	Hur kan ett lågt valdeltagande påverka demokratin?	How can a low voter turnout affect democracy?	كيف يمكن أن يؤثر انخفاض نسبة المشاركة في التصويت على الديمقراطية؟	a	Människor kan få mindre möjlighet att påverka politiska beslut	People may have fewer opportunities to influence political decisions	قد تقل فرص الناس في التأثير على القرارات السياسية	a: Människor kan få mindre möjlighet att påverka politiska beslut | b: Alla väljare får två röster var i nästa val | c: Domstolarna tar över riksdagens uppgifter | d: Samhället blir automatiskt mer integrerat	a: People may have fewer opportunities to influence political decisions | b: All voters get two votes each in the next election | c: The courts take over the Riksdag's tasks | d: Society automatically becomes more integrated	a: قد تقل فرص الناس في التأثير على القرارات السياسية | b: يحصل كل الناخبين على صوتين في الانتخابات التالية | c: تتولى المحاكم مهام البرلمان | d: يصبح المجتمع أكثر اندماجًا تلقائيًا	Ett lågt valdeltagande kan göra det svårare för människor att påverka politiska beslut i sin vardag. Det kan också öka skillnaderna mellan grupper i samhället; de andra alternativen beskriver följder som inte följer av lågt valdeltagande.	Low voter turnout can leave people with fewer opportunities to influence political decisions in everyday life. It can also widen differences between groups in society; the other options describe effects that do not follow from low voter turnout.	قد يجعل انخفاض المشاركة في التصويت من الصعب على الناس التأثير في القرارات السياسية في حياتهم اليومية. وقد يزيد أيضًا الفروق بين المجموعات في المجتمع. الخيارات الأخرى لا تترتب على انخفاض المشاركة.	pending_native_review	pending_reviewer_notes
q016	ar	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur väljer medborgarna ledamöter till riksdagen i Sveriges parlamentariska representativa demokrati?	How do citizens choose members of the Riksdag in Sweden's parliamentary representative democracy?	كيف يختار المواطنون أعضاء البرلمان في ديمقراطية السويد البرلمانية التمثيلية؟	a	Genom att rösta i allmänna val	By voting in general elections	بالتصويت في انتخابات عامة	a: Genom att rösta i allmänna val | b: Domstolarna väljer alla riksdagsledamöter | c: Kungen bestämmer ensam över riksdagen | d: Myndigheter röstar fram regeringen	a: By voting in general elections | b: The courts elect all members of the Riksdag | c: The king alone decides over the Riksdag | d: Government agencies vote the government into office	a: بالتصويت في انتخابات عامة | b: تنتخب المحاكم كل أعضاء البرلمان | c: يقرر الملك وحده بشأن البرلمان | d: تصوت السلطات الحكومية لاختيار الحكومة	Sverige är en parlamentarisk representativ demokrati: medborgarna väljer riksdagsledamöter genom att rösta i allmänna val. Riksdagen fattar sedan beslut om lagar och statens budget, så varken domstolarna, kungen eller myndigheter väljer ledamöterna.	Sweden is a parliamentary representative democracy: citizens elect members of the Riksdag by voting in general elections. The Riksdag then decides on laws and the state budget, so the courts, the king, and government agencies do not choose its members.	السويد ديمقراطية برلمانية تمثيلية: يختار المواطنون أعضاء البرلمان بالتصويت في انتخابات عامة. ثم يقرر البرلمان القوانين وميزانية الدولة، لذلك لا تختار المحاكم أو الملك أو السلطات الحكومية الأعضاء. (Riksdag)	pending_native_review	pending_reviewer_notes
q017	ar	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur många ledamöter har riksdagen?	How many members does the Riksdag have?	كم عدد أعضاء البرلمان السويدي؟	c	349	349	349	a: 21 | b: 290 | c: 349 | d: 1 600	a: 21 | b: 290 | c: 349 | d: 1,600	a: 21 | b: 290 | c: 349 | d: 1600	Riksdagen har 349 ledamöter, och de väljs vart fjärde år. Talen 21, 290 och 1 600 anger inte antalet ledamöter i riksdagen.	The Riksdag has 349 members, and they are elected every four years. The numbers 21, 290, and 1,600 do not give the number of Riksdag members.	يتكون البرلمان السويدي من 349 عضوًا، ويتم انتخابهم كل أربع سنوات. الأعداد 21 و290 و1600 ليست عدد أعضاء البرلمان. (Riksdag)	pending_native_review	pending_reviewer_notes
q018	ar	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vem väljer statsministern?	Who chooses the prime minister?	من يختار رئيس الوزراء؟	a	Riksdagen	The Riksdag	البرلمان	a: Riksdagen | b: Kungen ensam | c: Polismyndigheten | d: Regionfullmäktige	a: The Riksdag | b: The king alone | c: The Swedish Police Authority | d: The regional council	a: البرلمان | b: الملك وحده | c: سلطة الشرطة السويدية | d: مجلس الإقليم	Riksdagen väljer statsministern, som får i uppdrag att bilda regering. Statsministern väljer därefter ministrarna; varken kungen, Polismyndigheten eller regionfullmäktige väljer statsminister.	The Riksdag chooses the prime minister, who is then tasked with forming a government. The prime minister chooses the ministers; neither the king, the Swedish Police Authority, nor regional councils choose the prime minister.	يختار البرلمان رئيس الوزراء، ثم يكلف بتشكيل الحكومة. بعد ذلك يختار رئيس الوزراء الوزراء؛ فلا يختار الملك أو الشرطة أو مجلس الإقليم رئيس الوزراء. (Riksdag)	pending_native_review	pending_reviewer_notes
q019	ar	4	Ch. 04 · Political elections and parties	Politiska val och partier	Val och röstning	14	Hur gammal måste man ha fyllt för att ha rösträtt?	How old must a person be to have the right to vote?	كم يجب أن يكون عمر الشخص ليكون له حق التصويت؟	b	18 år	18 years old	18 سنة	a: 16 år | b: 18 år | c: 20 år | d: 25 år	a: 16 years old | b: 18 years old | c: 20 years old | d: 25 years old	a: 16 سنة | b: 18 سنة | c: 20 سنة | d: 25 سنة	Man måste ha fyllt 18 år för att ha rösträtt. Därför är 16, 20 och 25 år fel här; i riksdagsval krävs också svenskt medborgarskap.	A person must have turned 18 to have the right to vote. That is why 16, 20, and 25 are wrong here; voting in a Riksdag election also requires Swedish citizenship.	يجب أن يكون الشخص قد بلغ 18 عامًا ليكون له حق التصويت. لذلك فإن 16 و20 و25 خطأ هنا؛ وفي انتخابات البرلمان السويدي يشترط أيضًا الحصول على الجنسية السويدية.	pending_native_review	pending_reviewer_notes
q020	ar	4	Ch. 04 · Political elections and parties	Politiska val och partier	Folkomröstningar	14	Vad betyder det att folkomröstningar i Sverige är rådgivande?	What does it mean that referendums in Sweden are advisory?	ماذا يعني أن الاستفتاءات في السويد استشارية؟	a	Politikerna behöver inte följa resultatet	Politicians do not have to follow the result	لا يجب على السياسيين بالضرورة اتباع النتيجة	a: Politikerna behöver inte följa resultatet | b: Politikerna måste alltid följa resultatet | c: Folkomröstningar får bara hållas på nationell nivå | d: De ersätter ordinarie val till riksdagen	a: Politicians do not have to follow the result | b: Politicians must always follow the result | c: Referendums may only be held nationally | d: They replace regular Riksdag elections	a: لا يجب على السياسيين بالضرورة اتباع النتيجة | b: يجب على السياسيين دائمًا اتباع النتيجة | c: لا يجوز إجراء الاستفتاءات إلا على المستوى الوطني | d: إنها تستبدل الانتخابات العادية للبرلمان	Folkomröstningar kan hållas om en särskild fråga nationellt, i en region eller i en kommun. De är rådgivande, så politikerna behöver inte följa resultatet.	Referendums can be held on a specific issue nationally, in a region, or in a municipality. They are advisory, so politicians do not have to follow the result.	يمكن إجراء الاستفتاءات حول مسألة معينة على المستوى الوطني أو في إقليم أو بلدية. وهي استشارية، لذلك لا يجب على السياسيين بالضرورة اتباع النتيجة.	pending_native_review	pending_reviewer_notes
q021	ar	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Landet styrs på olika nivåer	12	Vilka tre nivåer delar det politiska ansvaret i Sverige?	Which three levels share political responsibility in Sweden?	ما المستويات الثلاثة التي تتقاسم المسؤولية السياسية في السويد؟	a	Stat, regioner och kommuner	The state, regions, and municipalities	الدولة والأقاليم والبلديات	a: Stat, regioner och kommuner | b: Kung, kyrka och adel | c: Polis, domstol och fängelse | d: Banker, företag och hushåll	a: The state, regions, and municipalities | b: The king, church, and nobility | c: Police, court, and prison | d: Banks, companies, and households	a: الدولة والأقاليم والبلديات | b: الملك والكنيسة والنبلاء | c: الشرطة والمحكمة والسجن | d: البنوك والشركات والأسر	Det politiska ansvaret i Sverige delas mellan nationell, regional och kommunal nivå. I praktiken betyder det staten, regionerna och kommunerna. EU-beslut kan också påverka Sverige.	Political responsibility in Sweden is divided between national, regional, and municipal levels. In practice, that means the state, regions, and municipalities. EU decisions can also affect Sweden.	تنقسم المسؤولية السياسية في السويد بين المستوى الوطني والإقليمي والبلدي. عمليًا يعني ذلك الدولة والأقاليم والبلديات. كما يمكن أن تؤثر قرارات الاتحاد الأوروبي في السويد.	pending_native_review	pending_reviewer_notes
q022	ar	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vilken av följande uppgifter har riksdagen?	Which of the following tasks belongs to the Riksdag?	أي من المهام التالية من مهام البرلمان السويدي؟	c	Att besluta om lagar och hur statens pengar ska användas	To decide laws and how the state's money should be used	إقرار القوانين وكيفية استخدام أموال الدولة	a: Att sköta regionernas kollektivtrafik | b: Att vara Sveriges statschef | c: Att besluta om lagar och hur statens pengar ska användas | d: Att ensam utreda brott	a: To manage regional public transport | b: To be Sweden's head of state | c: To decide laws and how the state's money should be used | d: To investigate crimes alone	a: إدارة النقل العام الإقليمي | b: أن يكون رئيس دولة السويد | c: إقرار القوانين وكيفية استخدام أموال الدولة | d: التحقيق في الجرائم وحده	Riksdagens ledamöter beslutar om lagar, statens budget och hur statens pengar ska användas. Därför är alternativet om lagar och statens pengar rätt; kollektivtrafik, statschef och brottsutredningar hör till andra delar av samhället.	Members of the Riksdag decide laws, the state budget, and how the state's money should be used. Therefore the option about laws and state money is correct; public transport, the head of state, and criminal investigations belong to other parts of society.	يقرر أعضاء البرلمان القوانين وميزانية الدولة وكيفية استخدام أموال الدولة. لذلك فالخيار المتعلق بالقوانين وأموال الدولة صحيح؛ أما النقل العام ورئيس الدولة والتحقيقات الجنائية فتتبع أجزاء أخرى من المجتمع.	pending_native_review	pending_reviewer_notes
q023	ar	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Riksdagen väljer statsminister.	The Riksdag chooses the prime minister.	ينتخب البرلمان السويدي رئيس الوزراء.	true	Sant	True	صحيح	true: Sant | false: Falskt	true: True | false: False	true: صحيح | false: خطأ	Riksdagen väljer statsminister, som får i uppdrag att bilda regering. Därefter väljer statsministern ministrarna i regeringen.	The Riksdag chooses the prime minister, who is given the task of forming a government. The prime minister then chooses the government ministers.	ينتخب البرلمان رئيس الوزراء، الذي يكلف بتشكيل الحكومة. ثم يختار رئيس الوزراء وزراء الحكومة. (Riksdag)	pending_native_review	pending_reviewer_notes
