id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q011	ckb	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad betyder demokrati?	What does democracy mean?	دیموکراسی چی دەگەیەنێت؟	a	Folkstyre	Rule by the people	دەسەڵاتی گەل	a: Folkstyre | b: Militärstyre | c: Envälde | d: Företagsstyre	a: Rule by the people | b: Military rule | c: Autocracy | d: Rule by companies	a: دەسەڵاتی گەل | b: دەسەڵاتی سەربازی | c: دەسەڵاتی تاکەکەسی | d: دەسەڵاتی کۆمپانیاکان	Demokrati betyder folkstyre: makten utgår från folket och medborgarna kan påverka beslut. Människor ska kunna välja mellan flera politiska alternativ, och de som får makten ska kunna bytas ut. Militärstyre, envälde och företagsstyre lägger makten någon annanstans.	Democracy means rule by the people: power comes from the people, and citizens can influence decisions. People should be able to choose between several political alternatives, and those who gain power can be replaced. Military rule, autocracy, and rule by companies place power somewhere else.	دیموکراسی واتە دەسەڵاتی گەل: دەسەڵات لە خەڵکەوە دێت و هاووڵاتیان دەتوانن کاریگەری لەسەر بڕیارەکان هەبێت. خەڵک دەبێ بتوانن لەنێوان هەڵبژاردە سیاسییە جیاوازەکان هەڵبژێرن و ئەوانەی دەسەڵات دەگرن دەبێ بتوانرێت بگۆڕدرێن.	pending_native_review	pending_reviewer_notes
q012	ckb	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vilket av följande ingår i fria val i en demokrati?	Which of the following is part of free elections in a democracy?	کامەی خوارەوە بەشێکە لە هەڵبژاردنی ئازاد لە دیموکراسیدا؟	a	Alla som har rätt att rösta har en röst var	Everyone who is eligible to vote has one vote	هەر کەسێک مافی دەنگدانی هەیە یەک دەنگی هەیە	a: Alla som har rätt att rösta har en röst var | b: Bara ett parti får ställa upp | c: Väljare måste visa offentligt hur de röstar | d: Regeringen bestämmer hur alla röster ska användas	a: Everyone who is eligible to vote has one vote | b: Only one party may stand for election | c: Voters must publicly show how they vote | d: The government decides how all votes must be used	a: هەر کەسێک مافی دەنگدانی هەیە یەک دەنگی هەیە | b: تەنها یەک پارت دەتوانێت بەشداری بکات | c: دەنگدەران دەبێ بە ئاشکرا پیشان بدەن چۆن دەنگ دەدەن | d: حکومەت بڕیار دەدات هەموو دەنگەکان چۆن بەکاربهێنرێن	Fria val innebär att alla som har rätt att rösta har en röst var. Väljare ska kunna uttrycka sina åsikter utan hot eller tvång, det ska finnas flera partier och valet ska vara hemligt.	Free elections mean that everyone who is eligible to vote has one vote. Voters should be able to express their views without threats or coercion, there should be several parties, and the vote should be secret.	هەڵبژاردنی ئازاد واتە هەر کەسێک مافی دەنگدانی هەیە یەک دەنگی هەیە. دەنگدەران دەبێ بتوانن بێ هەڕەشە و زۆرەملێ بۆچوونیان دەرببڕن، پارتە جیاوازەکان هەبن و دەنگدان نهێنی بێت.	pending_native_review	pending_reviewer_notes
q013	ckb	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	En stark demokrati	10	Hur kan människor påverka samhället och delta i demokratin?	How can people influence society and participate in democracy?	کام ڕێگایەکە بۆ کاریگەری کردن و بەشداری لە کۆمەڵگە؟	a	Kontakta politiker, demonstrera eller skriva på en namninsamling	Contact politicians, join a demonstration, or sign a petition	پەیوەندی کردن بە سیاسەتمەداران، خۆپیشاندان یان واژۆکردنی داواکاری	a: Kontakta politiker, demonstrera eller skriva på en namninsamling | b: Förbjuda andra från att rösta i politiska val | c: Tvinga journalister att skriva vissa åsikter | d: Stoppa människor från att prata om politik	a: Contact politicians, join a demonstration, or sign a petition | b: Ban others from voting in political elections | c: Force journalists to write certain opinions | d: Stop people from talking about politics	a: پەیوەندی کردن بە سیاسەتمەداران، خۆپیشاندان یان واژۆکردنی داواکاری | b: قەدەغەکردنی ئەوانی تر لە دەنگدان لە هەڵبژاردنی سیاسی | c: ناچارکردنی ڕۆژنامەنووسان بە نووسینی بۆچوونی دیاریکراو | d: ڕێگریکردن لە خەڵک بۆ قسەکردن دەربارەی سیاسەت	Det finns flera demokratiska sätt att påverka och delta i samhället, till exempel att kontakta politiker, demonstrera och starta eller skriva på en namninsamling. De andra alternativen skulle hindra människor från att rösta, uttrycka åsikter eller delta i demokratin.	People can influence and participate in society in several democratic ways, including contacting politicians, joining a demonstration, and starting or signing a petition. The other options would stop people from voting, expressing opinions, or taking part in democracy.	چەند ڕێگای دیموکراتی هەیە بۆ کاریگەری کردن و بەشداری لە کۆمەڵگە، وەک پەیوەندی کردن بە سیاسەتمەداران، خۆپیشاندان، و دەستپێکردن یان واژۆکردنی داواکاری. هەڵبژاردەکانی تر ڕێگری لە خەڵک دەکەن بۆ دەنگدان، دەربڕینی بۆچوون یان بەشداری لە دیموکراسیدا.	pending_native_review	pending_reviewer_notes
q014	ckb	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad kallas det när lagarna gäller lika för alla och ingen får dömas utan en rättvis rättegång?	What is it called when laws apply equally to everyone and no one can be convicted without a fair trial?	کاتێک یاساکان بە یەکسانی بۆ هەمووان کاردەکەن و کەس بێ دادگایی دادپەروەرانە سزادان ناکرێت، ئەمە چی پێدەوترێت؟	a	Rättssäkerhet	The rule of law	دڵنیایی یاسایی	a: Rättssäkerhet | b: Censur | c: Segregation | d: Monarki	a: The rule of law | b: Censorship | c: Segregation | d: Monarchy	a: دڵنیایی یاسایی | b: سانسۆر | c: جیابوونەوە | d: پاشایەتی	Rättssäkerhet betyder att lagarna gäller för alla och att ingen får dömas utan en rättvis rättegång. Censur, segregation och monarki betyder andra saker.	The rule of law means that laws apply to everyone and that no one can be convicted without a fair trial. Censorship, segregation, and monarchy mean other things.	دڵنیایی یاسایی واتە یاساکان بۆ هەمووان کاردەکەن و کەس نابێ بێ دادگایی دادپەروەرانە سزادان بکرێت. سانسۆر، جیابوونەوە و پاشایەتی مانای تری هەیە.	pending_native_review	pending_reviewer_notes
q015	ckb	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Hot mot demokratin	11	Hur kan ett lågt valdeltagande påverka demokratin?	How can a low voter turnout affect democracy?	بەشداری کەم لە هەڵبژاردن چۆن دەتوانێت کاریگەری لەسەر دیموکراسی هەبێت؟	a	Människor kan få mindre möjlighet att påverka politiska beslut	People may have fewer opportunities to influence political decisions	خەڵک ڕەنگە دەرفەتی کەمتریان هەبێت بۆ کاریگەری لەسەر بڕیارە سیاسییەکان	a: Människor kan få mindre möjlighet att påverka politiska beslut | b: Alla väljare får två röster var i nästa val | c: Domstolarna tar över riksdagens uppgifter | d: Samhället blir automatiskt mer integrerat	a: People may have fewer opportunities to influence political decisions | b: All voters get two votes each in the next election | c: The courts take over the Riksdag's tasks | d: Society automatically becomes more integrated	a: خەڵک ڕەنگە دەرفەتی کەمتریان هەبێت بۆ کاریگەری لەسەر بڕیارە سیاسییەکان | b: هەموو دەنگدەران لە هەڵبژاردنی داهاتوودا دوو دەنگیان دەبێت | c: دادگاکان ئەرکەکانی پەرلەمان وەردەگرن | d: کۆمەڵگە بە شێوەیەکی خۆکارانە زیاتر تێکەڵ دەبێت	Ett lågt valdeltagande kan göra det svårare för människor att påverka politiska beslut i sin vardag. Det kan också öka skillnaderna mellan grupper i samhället; de andra alternativen beskriver följder som inte följer av lågt valdeltagande.	Low voter turnout can leave people with fewer opportunities to influence political decisions in everyday life. It can also widen differences between groups in society; the other options describe effects that do not follow from low voter turnout.	بەشداری کەم لە هەڵبژاردن دەتوانێت کاریگەری خەڵک لەسەر بڕیارە سیاسییەکانی ژیانی ڕۆژانە قورس‌تر بکات. هەروەها دەتوانێت جیاوازی نێوان گرووپەکانی کۆمەڵگە زیاد بکات. هەڵبژاردەکانی تر ئەنجامی بەشداری کەم نین.	pending_native_review	pending_reviewer_notes
q016	ckb	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur väljer medborgarna ledamöter till riksdagen i Sveriges parlamentariska representativa demokrati?	How do citizens choose members of the Riksdag in Sweden's parliamentary representative democracy?	هاووڵاتیان لە دیموکراسی نوێنەرایەتی پەرلەمانی سویددا چۆن ئەندامانی ڕیکسداگ هەڵدەبژێرن؟	a	Genom att rösta i allmänna val	By voting in general elections	بە دەنگدان لە هەڵبژاردنی گشتی	a: Genom att rösta i allmänna val | b: Domstolarna väljer alla riksdagsledamöter | c: Kungen bestämmer ensam över riksdagen | d: Myndigheter röstar fram regeringen	a: By voting in general elections | b: The courts elect all members of the Riksdag | c: The king alone decides over the Riksdag | d: Government agencies vote the government into office	a: بە دەنگدان لە هەڵبژاردنی گشتی | b: دادگاکان هەموو ئەندامانی ڕیکسداگ هەڵدەبژێرن | c: پاشا بە تەنها بڕیار لەسەر ڕیکسداگ دەدات | d: دامەزراوە حکومییەکان دەنگ دەدەن بۆ هەڵبژاردنی حکومەت	Sverige är en parlamentarisk representativ demokrati: medborgarna väljer riksdagsledamöter genom att rösta i allmänna val. Riksdagen fattar sedan beslut om lagar och statens budget, så varken domstolarna, kungen eller myndigheter väljer ledamöterna.	Sweden is a parliamentary representative democracy: citizens elect members of the Riksdag by voting in general elections. The Riksdag then decides on laws and the state budget, so the courts, the king, and government agencies do not choose its members.	سوید دیموکراسی نوێنەرایەتی پەرلەمانییە: هاووڵاتیان بە دەنگدان لە هەڵبژاردنی گشتی ئەندامانی ڕیکسداگ هەڵدەبژێرن. پاشان ڕیکسداگ یاساکان و بودجەی دەوڵەت دیاری دەکات، بۆیە دادگاکان، پاشا یان دامەزراوە حکومییەکان ئەندامان هەڵنابژێرن. (Riksdag)	pending_native_review	pending_reviewer_notes
q017	ckb	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur många ledamöter har riksdagen?	How many members does the Riksdag have?	ڕیکسداگی سوید چەند ئەندامی هەیە؟	c	349	349	٣٤٩	a: 21 | b: 290 | c: 349 | d: 1 600	a: 21 | b: 290 | c: 349 | d: 1,600	a: ٢١ | b: ٢٩٠ | c: ٣٤٩ | d: ١٦٠٠	Riksdagen har 349 ledamöter, och de väljs vart fjärde år. Talen 21, 290 och 1 600 anger inte antalet ledamöter i riksdagen.	The Riksdag has 349 members, and they are elected every four years. The numbers 21, 290, and 1,600 do not give the number of Riksdag members.	ڕیکسداگ ٣٤٩ ئەندامی هەیە و هەر چوار ساڵ جارێک هەڵدەبژێردرێن. ژمارەکانی ٢١، ٢٩٠ و ١٦٠٠ ژمارەی ئەندامانی ڕیکسداگ نین. (Riksdag)	pending_native_review	pending_reviewer_notes
q018	ckb	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vem väljer statsministern?	Who chooses the prime minister?	کێ سەرۆک وەزیران هەڵدەبژێرێت؟	a	Riksdagen	The Riksdag	ڕیکسداگ	a: Riksdagen | b: Kungen ensam | c: Polismyndigheten | d: Regionfullmäktige	a: The Riksdag | b: The king alone | c: The Swedish Police Authority | d: The regional council	a: ڕیکسداگ | b: تەنها پاشا | c: پۆلیسی سوید | d: ئەنجومەنی هەرێم	Riksdagen väljer statsministern, som får i uppdrag att bilda regering. Statsministern väljer därefter ministrarna; varken kungen, Polismyndigheten eller regionfullmäktige väljer statsminister.	The Riksdag chooses the prime minister, who is then tasked with forming a government. The prime minister chooses the ministers; neither the king, the Swedish Police Authority, nor regional councils choose the prime minister.	ڕیکسداگ سەرۆک وەزیران هەڵدەبژێرێت و ئەو ئەرکی پێدەدرێت حکومەت پێکبهێنێت. پاشان سەرۆک وەزیران وەزیرەکان هەڵدەبژێرێت؛ پاشا، پۆلیس یان ئەنجومەنی هەرێم سەرۆک وەزیران هەڵنابژێرن. (Riksdag)	pending_native_review	pending_reviewer_notes
q019	ckb	4	Ch. 04 · Political elections and parties	Politiska val och partier	Val och röstning	14	Hur gammal måste man ha fyllt för att ha rösträtt?	How old must a person be to have the right to vote?	کەسێک دەبێ چەند ساڵی تەواو کردبێت بۆ مافی دەنگدان؟	b	18 år	18 years old	١٨ ساڵ	a: 16 år | b: 18 år | c: 20 år | d: 25 år	a: 16 years old | b: 18 years old | c: 20 years old | d: 25 years old	a: ١٦ ساڵ | b: ١٨ ساڵ | c: ٢٠ ساڵ | d: ٢٥ ساڵ	Man måste ha fyllt 18 år för att ha rösträtt. Därför är 16, 20 och 25 år fel här; i riksdagsval krävs också svenskt medborgarskap.	A person must have turned 18 to have the right to vote. That is why 16, 20, and 25 are wrong here; voting in a Riksdag election also requires Swedish citizenship.	بۆ مافی دەنگدان، کەسەکە دەبێ ١٨ ساڵی تەواو کردبێت. بۆیە ١٦، ٢٠ و ٢٥ لێرەدا هەڵەن؛ لە هەڵبژاردنی ڕیکسداگدا هاووڵاتیبوونی سویدییش پێویستە.	pending_native_review	pending_reviewer_notes
q020	ckb	4	Ch. 04 · Political elections and parties	Politiska val och partier	Folkomröstningar	14	Vad betyder det att folkomröstningar i Sverige är rådgivande?	What does it mean that referendums in Sweden are advisory?	ئەوە چی دەگەیەنێت کە ڕاپرسییەکان لە سوید ڕاوێژکارین؟	a	Politikerna behöver inte följa resultatet	Politicians do not have to follow the result	سیاسەتمەداران پێویست ناکات هەمیشە ئەنجامەکە پەیڕەو بکەن	a: Politikerna behöver inte följa resultatet | b: Politikerna måste alltid följa resultatet | c: Folkomröstningar får bara hållas på nationell nivå | d: De ersätter ordinarie val till riksdagen	a: Politicians do not have to follow the result | b: Politicians must always follow the result | c: Referendums may only be held nationally | d: They replace regular Riksdag elections	a: سیاسەتمەداران پێویست ناکات هەمیشە ئەنجامەکە پەیڕەو بکەن | b: سیاسەتمەداران دەبێ هەمیشە ئەنجامەکە پەیڕەو بکەن | c: ڕاپرسی تەنها لە ئاستی نیشتیمانی ئەنجام دەدرێت | d: ئەوان جێگای هەڵبژاردنی ئاسایی ڕیکسداگ دەگرنەوە	Folkomröstningar kan hållas om en särskild fråga nationellt, i en region eller i en kommun. De är rådgivande, så politikerna behöver inte följa resultatet.	Referendums can be held on a specific issue nationally, in a region, or in a municipality. They are advisory, so politicians do not have to follow the result.	ڕاپرسی دەتوانرێت دەربارەی پرسێکی دیاریکراو لە ئاستی نیشتیمانی، هەرێم یان شارەوانی ئەنجام بدرێت. ئەوان ڕاوێژکارین، بۆیە سیاسەتمەداران پێویست ناکات ئەنجامەکە پەیڕەو بکەن.	pending_native_review	pending_reviewer_notes
