id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q011	uk	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad betyder demokrati?	What does democracy mean?	Що означає демократія?	a	Folkstyre	Rule by the people	Народовладдя	a: Folkstyre | b: Militärstyre | c: Envälde | d: Företagsstyre	a: Rule by the people | b: Military rule | c: Autocracy | d: Rule by companies	a: Народовладдя | b: Військове правління | c: Самодержавство | d: Правління компаній	Demokrati betyder folkstyre: makten utgår från folket och medborgarna kan påverka beslut. Människor ska kunna välja mellan flera politiska alternativ, och de som får makten ska kunna bytas ut. Militärstyre, envälde och företagsstyre lägger makten någon annanstans.	Democracy means rule by the people: power comes from the people, and citizens can influence decisions. People should be able to choose between several political alternatives, and those who gain power can be replaced. Military rule, autocracy, and rule by companies place power somewhere else.	Демократія означає народовладдя: влада походить від народу, а громадяни можуть впливати на рішення. Люди мають мати змогу обирати між кількома політичними варіантами, а тих, хто отримує владу, має бути можливо замінити.	pending_native_review	pending_reviewer_notes
q012	uk	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vilket av följande ingår i fria val i en demokrati?	Which of the following is part of free elections in a democracy?	Що з наведеного є частиною вільних виборів у демократії?	a	Alla som har rätt att rösta har en röst var	Everyone who is eligible to vote has one vote	Кожен, хто має право голосу, має по одному голосу	a: Alla som har rätt att rösta har en röst var | b: Bara ett parti får ställa upp | c: Väljare måste visa offentligt hur de röstar | d: Regeringen bestämmer hur alla röster ska användas	a: Everyone who is eligible to vote has one vote | b: Only one party may stand for election | c: Voters must publicly show how they vote | d: The government decides how all votes must be used	a: Кожен, хто має право голосу, має по одному голосу | b: Лише одна партія може брати участь у виборах | c: Виборці мають публічно показувати, як голосують | d: Уряд вирішує, як використовувати всі голоси	Fria val innebär att alla som har rätt att rösta har en röst var. Väljare ska kunna uttrycka sina åsikter utan hot eller tvång, det ska finnas flera partier och valet ska vara hemligt.	Free elections mean that everyone who is eligible to vote has one vote. Voters should be able to express their views without threats or coercion, there should be several parties, and the vote should be secret.	Вільні вибори означають, що кожен, хто має право голосу, має по одному голосу. Виборці повинні мати змогу висловлювати свої погляди без погроз чи примусу, має бути кілька партій, а голосування має бути таємним.	pending_native_review	pending_reviewer_notes
q013	uk	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	En stark demokrati	10	Hur kan människor påverka samhället och delta i demokratin?	How can people influence society and participate in democracy?	Який спосіб дає змогу впливати на суспільство й брати в ньому участь?	a	Kontakta politiker, demonstrera eller skriva på en namninsamling	Contact politicians, join a demonstration, or sign a petition	Звернутися до політиків, демонструвати або підписати петицію	a: Kontakta politiker, demonstrera eller skriva på en namninsamling | b: Förbjuda andra från att rösta i politiska val | c: Tvinga journalister att skriva vissa åsikter | d: Stoppa människor från att prata om politik	a: Contact politicians, join a demonstration, or sign a petition | b: Ban others from voting in political elections | c: Force journalists to write certain opinions | d: Stop people from talking about politics	a: Звернутися до політиків, демонструвати або підписати петицію | b: Забороняти іншим голосувати на політичних виборах | c: Змушувати журналістів писати певні думки | d: Зупиняти людей від розмов про політику	Det finns flera demokratiska sätt att påverka och delta i samhället, till exempel att kontakta politiker, demonstrera och starta eller skriva på en namninsamling. De andra alternativen skulle hindra människor från att rösta, uttrycka åsikter eller delta i demokratin.	People can influence and participate in society in several democratic ways, including contacting politicians, joining a demonstration, and starting or signing a petition. The other options would stop people from voting, expressing opinions, or taking part in democracy.	Є кілька демократичних способів впливати на суспільство й брати в ньому участь, наприклад звертатися до політиків, демонструвати, починати або підписувати петицію. Інші варіанти заважали б людям голосувати, висловлювати думки або брати участь у демократії.	pending_native_review	pending_reviewer_notes
q014	uk	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad kallas det när lagarna gäller lika för alla och ingen får dömas utan en rättvis rättegång?	What is it called when laws apply equally to everyone and no one can be convicted without a fair trial?	Як називається ситуація, коли закони однаково діють для всіх і нікого не можна засудити без справедливого суду?	a	Rättssäkerhet	The rule of law	Правова визначеність	a: Rättssäkerhet | b: Censur | c: Segregation | d: Monarki	a: The rule of law | b: Censorship | c: Segregation | d: Monarchy	a: Правова визначеність | b: Цензура | c: Сегрегація | d: Монархія	Rättssäkerhet betyder att lagarna gäller för alla och att ingen får dömas utan en rättvis rättegång. Censur, segregation och monarki betyder andra saker.	The rule of law means that laws apply to everyone and that no one can be convicted without a fair trial. Censorship, segregation, and monarchy mean other things.	Правова визначеність означає, що закони діють для всіх і нікого не можна засудити без справедливого суду. Цензура, сегрегація і монархія означають інше.	pending_native_review	pending_reviewer_notes
q015	uk	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Hot mot demokratin	11	Hur kan ett lågt valdeltagande påverka demokratin?	How can a low voter turnout affect democracy?	Як низька явка виборців може вплинути на демократію?	a	Människor kan få mindre möjlighet att påverka politiska beslut	People may have fewer opportunities to influence political decisions	Люди можуть мати менше можливостей впливати на політичні рішення	a: Människor kan få mindre möjlighet att påverka politiska beslut | b: Alla väljare får två röster var i nästa val | c: Domstolarna tar över riksdagens uppgifter | d: Samhället blir automatiskt mer integrerat	a: People may have fewer opportunities to influence political decisions | b: All voters get two votes each in the next election | c: The courts take over the Riksdag's tasks | d: Society automatically becomes more integrated	a: Люди можуть мати менше можливостей впливати на політичні рішення | b: Усі виборці отримують по два голоси на наступних виборах | c: Суди перебирають завдання Риксдагу | d: Суспільство автоматично стає більш інтегрованим	Ett lågt valdeltagande kan göra det svårare för människor att påverka politiska beslut i sin vardag. Det kan också öka skillnaderna mellan grupper i samhället; de andra alternativen beskriver följder som inte följer av lågt valdeltagande.	Low voter turnout can leave people with fewer opportunities to influence political decisions in everyday life. It can also widen differences between groups in society; the other options describe effects that do not follow from low voter turnout.	Низька явка може ускладнити людям вплив на політичні рішення у повсякденному житті. Вона також може збільшувати відмінності між групами в суспільстві. Інші варіанти не є наслідками низької явки.	pending_native_review	pending_reviewer_notes
q016	uk	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur väljer medborgarna ledamöter till riksdagen i Sveriges parlamentariska representativa demokrati?	How do citizens choose members of the Riksdag in Sweden's parliamentary representative democracy?	Як громадяни обирають членів Риксдагу в парламентській представницькій демократії Швеції?	a	Genom att rösta i allmänna val	By voting in general elections	Голосуванням на загальних виборах	a: Genom att rösta i allmänna val | b: Domstolarna väljer alla riksdagsledamöter | c: Kungen bestämmer ensam över riksdagen | d: Myndigheter röstar fram regeringen	a: By voting in general elections | b: The courts elect all members of the Riksdag | c: The king alone decides over the Riksdag | d: Government agencies vote the government into office	a: Голосуванням на загальних виборах | b: Суди обирають усіх членів Риксдагу | c: Король сам вирішує щодо Риксдагу | d: Державні органи голосуванням обирають уряд	Sverige är en parlamentarisk representativ demokrati: medborgarna väljer riksdagsledamöter genom att rösta i allmänna val. Riksdagen fattar sedan beslut om lagar och statens budget, så varken domstolarna, kungen eller myndigheter väljer ledamöterna.	Sweden is a parliamentary representative democracy: citizens elect members of the Riksdag by voting in general elections. The Riksdag then decides on laws and the state budget, so the courts, the king, and government agencies do not choose its members.	Швеція є парламентською представницькою демократією: громадяни обирають членів Риксдагу голосуванням на загальних виборах. Потім Риксдаг ухвалює закони й державний бюджет, тому суди, король або державні органи не обирають депутатів. (Riksdag)	pending_native_review	pending_reviewer_notes
q017	uk	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur många ledamöter har riksdagen?	How many members does the Riksdag have?	Скільки членів має Риксдаг?	c	349	349	349	a: 21 | b: 290 | c: 349 | d: 1 600	a: 21 | b: 290 | c: 349 | d: 1,600	a: 21 | b: 290 | c: 349 | d: 1600	Riksdagen har 349 ledamöter, och de väljs vart fjärde år. Talen 21, 290 och 1 600 anger inte antalet ledamöter i riksdagen.	The Riksdag has 349 members, and they are elected every four years. The numbers 21, 290, and 1,600 do not give the number of Riksdag members.	Риксдаг має 349 членів, яких обирають кожні чотири роки. Числа 21, 290 і 1600 не є кількістю членів Риксдагу. (Riksdag)	pending_native_review	pending_reviewer_notes
q018	uk	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vem väljer statsministern?	Who chooses the prime minister?	Хто обирає прем’єр-міністра?	a	Riksdagen	The Riksdag	Риксдаг	a: Riksdagen | b: Kungen ensam | c: Polismyndigheten | d: Regionfullmäktige	a: The Riksdag | b: The king alone | c: The Swedish Police Authority | d: The regional council	a: Риксдаг | b: Лише король | c: Поліція Швеції | d: Регіональна рада	Riksdagen väljer statsministern, som får i uppdrag att bilda regering. Statsministern väljer därefter ministrarna; varken kungen, Polismyndigheten eller regionfullmäktige väljer statsminister.	The Riksdag chooses the prime minister, who is then tasked with forming a government. The prime minister chooses the ministers; neither the king, the Swedish Police Authority, nor regional councils choose the prime minister.	Риксдаг обирає прем’єр-міністра, якому доручають сформувати уряд. Потім прем’єр-міністр обирає міністрів; ні король, ні поліція, ні регіональна рада не обирають прем’єр-міністра. (Riksdag)	pending_native_review	pending_reviewer_notes
q019	uk	4	Ch. 04 · Political elections and parties	Politiska val och partier	Val och röstning	14	Hur gammal måste man ha fyllt för att ha rösträtt?	How old must a person be to have the right to vote?	Скільки років має виповнитися людині, щоб мати право голосу?	b	18 år	18 years old	18 років	a: 16 år | b: 18 år | c: 20 år | d: 25 år	a: 16 years old | b: 18 years old | c: 20 years old | d: 25 years old	a: 16 років | b: 18 років | c: 20 років | d: 25 років	Man måste ha fyllt 18 år för att ha rösträtt. Därför är 16, 20 och 25 år fel här; i riksdagsval krävs också svenskt medborgarskap.	A person must have turned 18 to have the right to vote. That is why 16, 20, and 25 are wrong here; voting in a Riksdag election also requires Swedish citizenship.	Щоб мати право голосу, людині має виповнитися 18 років. Тому 16, 20 і 25 тут неправильні; на виборах до Риксдагу також потрібне шведське громадянство.	pending_native_review	pending_reviewer_notes
q020	uk	4	Ch. 04 · Political elections and parties	Politiska val och partier	Folkomröstningar	14	Vad betyder det att folkomröstningar i Sverige är rådgivande?	What does it mean that referendums in Sweden are advisory?	Що означає, що референдуми у Швеції є дорадчими?	a	Politikerna behöver inte följa resultatet	Politicians do not have to follow the result	Політики не зобов’язані дотримуватися результату	a: Politikerna behöver inte följa resultatet | b: Politikerna måste alltid följa resultatet | c: Folkomröstningar får bara hållas på nationell nivå | d: De ersätter ordinarie val till riksdagen	a: Politicians do not have to follow the result | b: Politicians must always follow the result | c: Referendums may only be held nationally | d: They replace regular Riksdag elections	a: Політики не зобов’язані дотримуватися результату | b: Політики завжди зобов’язані дотримуватися результату | c: Референдуми можна проводити лише на національному рівні | d: Вони замінюють звичайні вибори до Риксдагу	Folkomröstningar kan hållas om en särskild fråga nationellt, i en region eller i en kommun. De är rådgivande, så politikerna behöver inte följa resultatet.	Referendums can be held on a specific issue nationally, in a region, or in a municipality. They are advisory, so politicians do not have to follow the result.	Референдуми можуть проводитися щодо окремого питання на національному рівні, у регіоні або в комуні. Вони є дорадчими, тому політики не зобов’язані дотримуватися результату.	pending_native_review	pending_reviewer_notes
q021	uk	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Landet styrs på olika nivåer	12	Vilka tre nivåer delar det politiska ansvaret i Sverige?	Which three levels share political responsibility in Sweden?	Які три рівні поділяють політичну відповідальність у Швеції?	a	Stat, regioner och kommuner	The state, regions, and municipalities	Держава, регіони та комуни	a: Stat, regioner och kommuner | b: Kung, kyrka och adel | c: Polis, domstol och fängelse | d: Banker, företag och hushåll	a: The state, regions, and municipalities | b: The king, church, and nobility | c: Police, court, and prison | d: Banks, companies, and households	a: Держава, регіони та комуни | b: Король, церква і шляхта | c: Поліція, суд і в’язниця | d: Банки, компанії та домогосподарства	Det politiska ansvaret i Sverige delas mellan nationell, regional och kommunal nivå. I praktiken betyder det staten, regionerna och kommunerna. EU-beslut kan också påverka Sverige.	Political responsibility in Sweden is divided between national, regional, and municipal levels. In practice, that means the state, regions, and municipalities. EU decisions can also affect Sweden.	Політична відповідальність у Швеції поділена між національним, регіональним і комунальним рівнями. На практиці це держава, регіони та комуни. Рішення ЄС також можуть впливати на Швецію.	pending_native_review	pending_reviewer_notes
q022	uk	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vilken av följande uppgifter har riksdagen?	Which of the following tasks belongs to the Riksdag?	Яке з наведених завдань належить до повноважень Риксдагу?	c	Att besluta om lagar och hur statens pengar ska användas	To decide laws and how the state's money should be used	Ухвалювати закони й вирішувати, як використовуються державні кошти	a: Att sköta regionernas kollektivtrafik | b: Att vara Sveriges statschef | c: Att besluta om lagar och hur statens pengar ska användas | d: Att ensam utreda brott	a: To manage regional public transport | b: To be Sweden's head of state | c: To decide laws and how the state's money should be used | d: To investigate crimes alone	a: Керувати регіональним громадським транспортом | b: Бути главою держави Швеції | c: Ухвалювати закони й вирішувати, як використовуються державні кошти | d: Самостійно розслідувати злочини	Riksdagens ledamöter beslutar om lagar, statens budget och hur statens pengar ska användas. Därför är alternativet om lagar och statens pengar rätt; kollektivtrafik, statschef och brottsutredningar hör till andra delar av samhället.	Members of the Riksdag decide laws, the state budget, and how the state's money should be used. Therefore the option about laws and state money is correct; public transport, the head of state, and criminal investigations belong to other parts of society.	Члени Риксдагу ухвалюють закони, державний бюджет і рішення про використання державних коштів. Тому варіант про закони й державні кошти правильний; громадський транспорт, глава держави та кримінальні розслідування належать до інших частин суспільства.	pending_native_review	pending_reviewer_notes
q023	uk	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Riksdagen väljer statsminister.	The Riksdag chooses the prime minister.	Риксдаг обирає прем’єр-міністра.	true	Sant	True	Правда	true: Sant | false: Falskt	true: True | false: False	true: Правда | false: Неправда	Riksdagen väljer statsminister, som får i uppdrag att bilda regering. Därefter väljer statsministern ministrarna i regeringen.	The Riksdag chooses the prime minister, who is given the task of forming a government. The prime minister then chooses the government ministers.	Риксдаг обирає прем’єр-міністра, якому доручають сформувати уряд. Потім прем’єр-міністр обирає міністрів уряду. (Riksdag)	pending_native_review	pending_reviewer_notes
q024	uk	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Myndigheter	13	Vilket påstående beskriver statliga myndigheter?	Which statement describes government agencies?	Яке твердження описує державні органи?	b	De genomför beslut och måste följa lagar och regeringens instruktioner	They implement decisions and must follow laws and government instructions	Вони виконують рішення та мають дотримуватися законів і вказівок уряду	a: De ersätter domstolarna i brottmål | b: De genomför beslut och måste följa lagar och regeringens instruktioner | c: De beslutar vem som blir kung eller drottning | d: De skriver partiernas valprogram	a: They replace courts in criminal cases | b: They implement decisions and must follow laws and government instructions | c: They decide who becomes king or queen | d: They write parties’ election platforms	a: Вони замінюють суди у кримінальних справах | b: Вони виконують рішення та мають дотримуватися законів і вказівок уряду | c: Вони вирішують, хто стане королем або королевою | d: Вони пишуть виборчі програми партій	Regeringen styr landet med hjälp av statliga myndigheter. Myndigheterna genomför beslut i praktiken och måste följa lagen samt regeringens instruktioner, därför är alternativet om beslut och regler rätt.	The government carries out its work through government agencies. Agencies put decisions into practice and must follow the law and the government's instructions, so the option about decisions and rules is correct.	Уряд керує країною за допомогою державних органів. Органи виконують рішення на практиці й мають дотримуватися закону та вказівок уряду, тому варіант про рішення і правила правильний.	pending_native_review	pending_reviewer_notes
q025	uk	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Regioner och kommuner	13	Vilken är regionernas främsta uppgift i Sverige?	What is the main responsibility of Sweden's regions?	Яке головне завдання регіонів у Швеції?	a	Att ansvara för hälso- och sjukvården	To be responsible for health care	Відповідати за охорону здоров’я	a: Att ansvara för hälso- och sjukvården | b: Att döma i brottmål | c: Att besluta om grundlagar | d: Att utse statsminister	a: To be responsible for health care | b: To judge criminal cases | c: To decide constitutional laws | d: To appoint the prime minister	a: Відповідати за охорону здоров’я | b: Судити кримінальні справи | c: Ухвалювати конституційні закони | d: Призначати прем’єр-міністра	Sverige är indelat i 21 regioner. Regionernas främsta uppgift är hälso- och sjukvården, men de ser också till att det finns kollektivtrafik och ansvarar för länsmuseer. Därför är hälso- och sjukvård rätt; domstolar, grundlagar och statsminister hör till andra delar av samhället.	Sweden is divided into 21 regions. Their main responsibility is health care, but they also ensure public transport is available and are responsible for county museums. That makes health care correct; courts, constitutional laws, and appointing the prime minister belong to other parts of society.	Швеція поділена на 21 регіон. Головна відповідальність регіонів — охорона здоров’я, але вони також забезпечують громадський транспорт і відповідають за музеї ленів. Тому охорона здоров’я правильна; суди, конституційні закони й прем’єр-міністр належать до інших частин суспільства.	pending_native_review	pending_reviewer_notes
