id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q011	tr	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad betyder demokrati?	What does democracy mean?	Demokrasi ne anlama gelir?	a	Folkstyre	Rule by the people	Halkın yönetimi	a: Folkstyre | b: Militärstyre | c: Envälde | d: Företagsstyre	a: Rule by the people | b: Military rule | c: Autocracy | d: Rule by companies	a: Halkın yönetimi | b: Askerî yönetim | c: Mutlak yönetim | d: Şirketlerin yönetimi	Demokrati betyder folkstyre: makten utgår från folket och medborgarna kan påverka beslut. Människor ska kunna välja mellan flera politiska alternativ, och de som får makten ska kunna bytas ut. Militärstyre, envälde och företagsstyre lägger makten någon annanstans.	Democracy means rule by the people: power comes from the people, and citizens can influence decisions. People should be able to choose between several political alternatives, and those who gain power can be replaced. Military rule, autocracy, and rule by companies place power somewhere else.	Demokrasi halkın yönetimi demektir: güç halktan gelir ve vatandaşlar kararları etkileyebilir. İnsanlar birden fazla siyasi seçenek arasında seçim yapabilmeli ve iktidara gelenler değiştirilebilmelidir.	pending_native_review	pending_reviewer_notes
q012	tr	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vilket av följande ingår i fria val i en demokrati?	Which of the following is part of free elections in a democracy?	Aşağıdakilerden hangisi demokraside serbest seçimlerin parçasıdır?	a	Alla som har rätt att rösta har en röst var	Everyone who is eligible to vote has one vote	Oy verme hakkı olan herkesin birer oyu vardır	a: Alla som har rätt att rösta har en röst var | b: Bara ett parti får ställa upp | c: Väljare måste visa offentligt hur de röstar | d: Regeringen bestämmer hur alla röster ska användas	a: Everyone who is eligible to vote has one vote | b: Only one party may stand for election | c: Voters must publicly show how they vote | d: The government decides how all votes must be used	a: Oy verme hakkı olan herkesin birer oyu vardır | b: Sadece bir parti seçime girebilir | c: Seçmenler nasıl oy verdiklerini açıkça göstermek zorundadır | d: Hükümet tüm oyların nasıl kullanılacağına karar verir	Fria val innebär att alla som har rätt att rösta har en röst var. Väljare ska kunna uttrycka sina åsikter utan hot eller tvång, det ska finnas flera partier och valet ska vara hemligt.	Free elections mean that everyone who is eligible to vote has one vote. Voters should be able to express their views without threats or coercion, there should be several parties, and the vote should be secret.	Serbest seçimler, oy verme hakkı olan herkesin birer oyu olması demektir. Seçmenler tehdit veya zorlama olmadan görüşlerini ifade edebilmeli, birden fazla parti olmalı ve oy gizli olmalıdır.	pending_native_review	pending_reviewer_notes
q013	tr	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	En stark demokrati	10	Hur kan människor påverka samhället och delta i demokratin?	How can people influence society and participate in democracy?	Toplumu etkilemenin ve topluma katılmanın bir yolu hangisidir?	a	Kontakta politiker, demonstrera eller skriva på en namninsamling	Contact politicians, join a demonstration, or sign a petition	Siyasetçilerle iletişime geçmek, gösteri yapmak veya imza kampanyası imzalamak	a: Kontakta politiker, demonstrera eller skriva på en namninsamling | b: Förbjuda andra från att rösta i politiska val | c: Tvinga journalister att skriva vissa åsikter | d: Stoppa människor från att prata om politik	a: Contact politicians, join a demonstration, or sign a petition | b: Ban others from voting in political elections | c: Force journalists to write certain opinions | d: Stop people from talking about politics	a: Siyasetçilerle iletişime geçmek, gösteri yapmak veya imza kampanyası imzalamak | b: Başkalarının siyasi seçimlerde oy vermesini yasaklamak | c: Gazetecileri belirli görüşleri yazmaya zorlamak | d: İnsanların siyaset hakkında konuşmasını engellemek	Det finns flera demokratiska sätt att påverka och delta i samhället, till exempel att kontakta politiker, demonstrera och starta eller skriva på en namninsamling. De andra alternativen skulle hindra människor från att rösta, uttrycka åsikter eller delta i demokratin.	People can influence and participate in society in several democratic ways, including contacting politicians, joining a demonstration, and starting or signing a petition. The other options would stop people from voting, expressing opinions, or taking part in democracy.	Toplumu etkilemenin ve topluma katılmanın birkaç demokratik yolu vardır; örneğin siyasetçilerle iletişim kurmak, gösteri yapmak ve imza kampanyası başlatmak veya imzalamak. Diğer seçenekler insanların oy vermesini, görüş belirtmesini veya demokrasiye katılmasını engeller.	pending_native_review	pending_reviewer_notes
q014	tr	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad kallas det när lagarna gäller lika för alla och ingen får dömas utan en rättvis rättegång?	What is it called when laws apply equally to everyone and no one can be convicted without a fair trial?	Yasaların herkese eşit uygulanmasına ve kimsenin adil yargılama olmadan mahkûm edilememesine ne denir?	a	Rättssäkerhet	The rule of law	Hukuki güvenlik	a: Rättssäkerhet | b: Censur | c: Segregation | d: Monarki	a: The rule of law | b: Censorship | c: Segregation | d: Monarchy	a: Hukuki güvenlik | b: Sansür | c: Ayrışma | d: Monarşi	Rättssäkerhet betyder att lagarna gäller för alla och att ingen får dömas utan en rättvis rättegång. Censur, segregation och monarki betyder andra saker.	The rule of law means that laws apply to everyone and that no one can be convicted without a fair trial. Censorship, segregation, and monarchy mean other things.	Hukuki güvenlik, yasaların herkes için geçerli olması ve kimsenin adil yargılama olmadan mahkûm edilememesi demektir. Sansür, ayrışma ve monarşi başka şeylerdir.	pending_native_review	pending_reviewer_notes
q015	tr	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Hot mot demokratin	11	Hur kan ett lågt valdeltagande påverka demokratin?	How can a low voter turnout affect democracy?	Düşük seçmen katılımı demokrasiyi nasıl etkileyebilir?	a	Människor kan få mindre möjlighet att påverka politiska beslut	People may have fewer opportunities to influence political decisions	İnsanların siyasi kararları etkileme olanağı azalabilir	a: Människor kan få mindre möjlighet att påverka politiska beslut | b: Alla väljare får två röster var i nästa val | c: Domstolarna tar över riksdagens uppgifter | d: Samhället blir automatiskt mer integrerat	a: People may have fewer opportunities to influence political decisions | b: All voters get two votes each in the next election | c: The courts take over the Riksdag's tasks | d: Society automatically becomes more integrated	a: İnsanların siyasi kararları etkileme olanağı azalabilir | b: Tüm seçmenler sonraki seçimde ikişer oy alır | c: Mahkemeler Riksdag’ın görevlerini devralır | d: Toplum kendiliğinden daha bütünleşmiş olur	Ett lågt valdeltagande kan göra det svårare för människor att påverka politiska beslut i sin vardag. Det kan också öka skillnaderna mellan grupper i samhället; de andra alternativen beskriver följder som inte följer av lågt valdeltagande.	Low voter turnout can leave people with fewer opportunities to influence political decisions in everyday life. It can also widen differences between groups in society; the other options describe effects that do not follow from low voter turnout.	Düşük seçmen katılımı, insanların günlük yaşamlarında siyasi kararları etkilemesini zorlaştırabilir. Toplumdaki gruplar arasındaki farkları da artırabilir. Diğer seçenekler düşük katılımın sonucu değildir.	pending_native_review	pending_reviewer_notes
q016	tr	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur väljer medborgarna ledamöter till riksdagen i Sveriges parlamentariska representativa demokrati?	How do citizens choose members of the Riksdag in Sweden's parliamentary representative democracy?	Vatandaşlar İsveç’in parlamenter temsili demokrasisinde Riksdag üyelerini nasıl seçer?	a	Genom att rösta i allmänna val	By voting in general elections	Genel seçimlerde oy vererek	a: Genom att rösta i allmänna val | b: Domstolarna väljer alla riksdagsledamöter | c: Kungen bestämmer ensam över riksdagen | d: Myndigheter röstar fram regeringen	a: By voting in general elections | b: The courts elect all members of the Riksdag | c: The king alone decides over the Riksdag | d: Government agencies vote the government into office	a: Genel seçimlerde oy vererek | b: Mahkemeler tüm Riksdag üyelerini seçer | c: Kral Riksdag hakkında tek başına karar verir | d: Kamu kurumları hükümeti oylayarak seçer	Sverige är en parlamentarisk representativ demokrati: medborgarna väljer riksdagsledamöter genom att rösta i allmänna val. Riksdagen fattar sedan beslut om lagar och statens budget, så varken domstolarna, kungen eller myndigheter väljer ledamöterna.	Sweden is a parliamentary representative democracy: citizens elect members of the Riksdag by voting in general elections. The Riksdag then decides on laws and the state budget, so the courts, the king, and government agencies do not choose its members.	İsveç parlamenter temsili bir demokrasidir: vatandaşlar Riksdag üyelerini genel seçimlerde oy vererek seçer. Riksdag daha sonra yasalar ve devlet bütçesi hakkında karar verir; bu yüzden mahkemeler, kral veya kamu kurumları üyeleri seçmez.	pending_native_review	pending_reviewer_notes
q017	tr	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur många ledamöter har riksdagen?	How many members does the Riksdag have?	Riksdag’ın kaç üyesi vardır?	c	349	349	349	a: 21 | b: 290 | c: 349 | d: 1 600	a: 21 | b: 290 | c: 349 | d: 1,600	a: 21 | b: 290 | c: 349 | d: 1600	Riksdagen har 349 ledamöter, och de väljs vart fjärde år. Talen 21, 290 och 1 600 anger inte antalet ledamöter i riksdagen.	The Riksdag has 349 members, and they are elected every four years. The numbers 21, 290, and 1,600 do not give the number of Riksdag members.	Riksdag’ın 349 üyesi vardır ve üyeler dört yılda bir seçilir. 21, 290 ve 1600 sayıları Riksdag üye sayısı değildir.	pending_native_review	pending_reviewer_notes
q018	tr	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vem väljer statsministern?	Who chooses the prime minister?	Başbakanı kim seçer?	a	Riksdagen	The Riksdag	Riksdag	a: Riksdagen | b: Kungen ensam | c: Polismyndigheten | d: Regionfullmäktige	a: The Riksdag | b: The king alone | c: The Swedish Police Authority | d: The regional council	a: Riksdag | b: Sadece kral | c: İsveç Polis Kurumu | d: Bölge meclisi	Riksdagen väljer statsministern, som får i uppdrag att bilda regering. Statsministern väljer därefter ministrarna; varken kungen, Polismyndigheten eller regionfullmäktige väljer statsminister.	The Riksdag chooses the prime minister, who is then tasked with forming a government. The prime minister chooses the ministers; neither the king, the Swedish Police Authority, nor regional councils choose the prime minister.	Riksdag başbakanı seçer ve başbakana hükümeti kurma görevi verilir. Başbakan daha sonra bakanları seçer; kral, Polis Kurumu veya bölge meclisi başbakanı seçmez.	pending_native_review	pending_reviewer_notes
q019	tr	4	Ch. 04 · Political elections and parties	Politiska val och partier	Val och röstning	14	Hur gammal måste man ha fyllt för att ha rösträtt?	How old must a person be to have the right to vote?	Oy hakkına sahip olmak için kaç yaşını doldurmak gerekir?	b	18 år	18 years old	18 yaş	a: 16 år | b: 18 år | c: 20 år | d: 25 år	a: 16 years old | b: 18 years old | c: 20 years old | d: 25 years old	a: 16 yaş | b: 18 yaş | c: 20 yaş | d: 25 yaş	Man måste ha fyllt 18 år för att ha rösträtt. Därför är 16, 20 och 25 år fel här; i riksdagsval krävs också svenskt medborgarskap.	A person must have turned 18 to have the right to vote. That is why 16, 20, and 25 are wrong here; voting in a Riksdag election also requires Swedish citizenship.	Oy hakkına sahip olmak için 18 yaşını doldurmuş olmak gerekir. Bu nedenle 16, 20 ve 25 burada yanlıştır; Riksdag seçimlerinde İsveç vatandaşı olmak da gerekir.	pending_native_review	pending_reviewer_notes
q020	tr	4	Ch. 04 · Political elections and parties	Politiska val och partier	Folkomröstningar	14	Vad betyder det att folkomröstningar i Sverige är rådgivande?	What does it mean that referendums in Sweden are advisory?	İsveç’te referandumların danışma niteliğinde olması ne anlama gelir?	a	Politikerna behöver inte följa resultatet	Politicians do not have to follow the result	Siyasetçiler sonucu takip etmek zorunda değildir	a: Politikerna behöver inte följa resultatet | b: Politikerna måste alltid följa resultatet | c: Folkomröstningar får bara hållas på nationell nivå | d: De ersätter ordinarie val till riksdagen	a: Politicians do not have to follow the result | b: Politicians must always follow the result | c: Referendums may only be held nationally | d: They replace regular Riksdag elections	a: Siyasetçiler sonucu takip etmek zorunda değildir | b: Siyasetçiler sonucu her zaman takip etmek zorundadır | c: Referandumlar sadece ulusal düzeyde yapılabilir | d: Normal Riksdag seçimlerinin yerini alırlar	Folkomröstningar kan hållas om en särskild fråga nationellt, i en region eller i en kommun. De är rådgivande, så politikerna behöver inte följa resultatet.	Referendums can be held on a specific issue nationally, in a region, or in a municipality. They are advisory, so politicians do not have to follow the result.	Referandumlar belirli bir konu hakkında ulusal düzeyde, bir bölgede veya bir belediyede yapılabilir. Danışma niteliğindedir; bu yüzden siyasetçiler sonucu takip etmek zorunda değildir.	pending_native_review	pending_reviewer_notes
q021	tr	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Landet styrs på olika nivåer	12	Vilka tre nivåer delar det politiska ansvaret i Sverige?	Which three levels share political responsibility in Sweden?	İsveç’te siyasi sorumluluğu hangi üç düzey paylaşır?	a	Stat, regioner och kommuner	The state, regions, and municipalities	Devlet, bölgeler ve belediyeler	a: Stat, regioner och kommuner | b: Kung, kyrka och adel | c: Polis, domstol och fängelse | d: Banker, företag och hushåll	a: The state, regions, and municipalities | b: The king, church, and nobility | c: Police, court, and prison | d: Banks, companies, and households	a: Devlet, bölgeler ve belediyeler | b: Kral, kilise ve soylular | c: Polis, mahkeme ve cezaevi | d: Bankalar, şirketler ve haneler	Det politiska ansvaret i Sverige delas mellan nationell, regional och kommunal nivå. I praktiken betyder det staten, regionerna och kommunerna. EU-beslut kan också påverka Sverige.	Political responsibility in Sweden is divided between national, regional, and municipal levels. In practice, that means the state, regions, and municipalities. EU decisions can also affect Sweden.	İsveç’te siyasi sorumluluk ulusal, bölgesel ve belediye düzeyleri arasında bölünür. Uygulamada bu, devlet, bölgeler ve belediyeler demektir. AB kararları da İsveç’i etkileyebilir.	pending_native_review	pending_reviewer_notes
q022	tr	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vilken av följande uppgifter har riksdagen?	Which of the following tasks belongs to the Riksdag?	Aşağıdaki görevlerden hangisi Riksdag’a aittir?	c	Att besluta om lagar och hur statens pengar ska användas	To decide laws and how the state's money should be used	Yasalar ve devlet parasının nasıl kullanılacağı hakkında karar vermek	a: Att sköta regionernas kollektivtrafik | b: Att vara Sveriges statschef | c: Att besluta om lagar och hur statens pengar ska användas | d: Att ensam utreda brott	a: To manage regional public transport | b: To be Sweden's head of state | c: To decide laws and how the state's money should be used | d: To investigate crimes alone	a: Bölgesel toplu taşımayı yönetmek | b: İsveç’in devlet başkanı olmak | c: Yasalar ve devlet parasının nasıl kullanılacağı hakkında karar vermek | d: Suçları tek başına soruşturmak	Riksdagens ledamöter beslutar om lagar, statens budget och hur statens pengar ska användas. Därför är alternativet om lagar och statens pengar rätt; kollektivtrafik, statschef och brottsutredningar hör till andra delar av samhället.	Members of the Riksdag decide laws, the state budget, and how the state's money should be used. Therefore the option about laws and state money is correct; public transport, the head of state, and criminal investigations belong to other parts of society.	Riksdag üyeleri yasalar, devlet bütçesi ve devlet parasının nasıl kullanılacağı hakkında karar verir. Bu yüzden yasalar ve devlet parasıyla ilgili seçenek doğrudur; toplu taşıma, devlet başkanı ve suç soruşturmaları toplumun başka bölümlerine aittir.	pending_native_review	pending_reviewer_notes
q023	tr	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Riksdagen väljer statsminister.	The Riksdag chooses the prime minister.	Riksdag başbakanı seçer.	true	Sant	True	Doğru	true: Sant | false: Falskt	true: True | false: False	true: Doğru | false: Yanlış	Riksdagen väljer statsminister, som får i uppdrag att bilda regering. Därefter väljer statsministern ministrarna i regeringen.	The Riksdag chooses the prime minister, who is given the task of forming a government. The prime minister then chooses the government ministers.	Riksdag başbakanı seçer ve başbakana hükümeti kurma görevi verilir. Başbakan daha sonra hükümet bakanlarını seçer.	pending_native_review	pending_reviewer_notes
