id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q011	zh-Hant	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad betyder demokrati?	What does democracy mean?	民主是什麼意思？	a	Folkstyre	Rule by the people	人民治理	a: Folkstyre | b: Militärstyre | c: Envälde | d: Företagsstyre	a: Rule by the people | b: Military rule | c: Autocracy | d: Rule by companies	a: 人民治理 | b: 軍事統治 | c: 專制統治 | d: 公司治理	Demokrati betyder folkstyre: makten utgår från folket och medborgarna kan påverka beslut. Människor ska kunna välja mellan flera politiska alternativ, och de som får makten ska kunna bytas ut. Militärstyre, envälde och företagsstyre lägger makten någon annanstans.	Democracy means rule by the people: power comes from the people, and citizens can influence decisions. People should be able to choose between several political alternatives, and those who gain power can be replaced. Military rule, autocracy, and rule by companies place power somewhere else.	民主是人民治理：權力來自人民，公民可以影響決定。人們應能在多個政治選項之間選擇，掌權者也應能被更換。	pending_native_review	pending_reviewer_notes
q012	zh-Hant	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vilket av följande ingår i fria val i en demokrati?	Which of the following is part of free elections in a democracy?	以下哪一項屬於民主中的自由選舉？	a	Alla som har rätt att rösta har en röst var	Everyone who is eligible to vote has one vote	每個有投票權的人各有一票	a: Alla som har rätt att rösta har en röst var | b: Bara ett parti får ställa upp | c: Väljare måste visa offentligt hur de röstar | d: Regeringen bestämmer hur alla röster ska användas	a: Everyone who is eligible to vote has one vote | b: Only one party may stand for election | c: Voters must publicly show how they vote | d: The government decides how all votes must be used	a: 每個有投票權的人各有一票 | b: 只有一個政黨可以參選 | c: 選民必須公開展示如何投票 | d: 政府決定所有選票如何使用	Fria val innebär att alla som har rätt att rösta har en röst var. Väljare ska kunna uttrycka sina åsikter utan hot eller tvång, det ska finnas flera partier och valet ska vara hemligt.	Free elections mean that everyone who is eligible to vote has one vote. Voters should be able to express their views without threats or coercion, there should be several parties, and the vote should be secret.	自由選舉表示每個有投票權的人各有一票。選民應能在沒有威脅或強迫的情況下表達意見，應有多個政黨，而且投票應是秘密的。	pending_native_review	pending_reviewer_notes
q013	zh-Hant	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	En stark demokrati	10	Hur kan människor påverka samhället och delta i demokratin?	How can people influence society and participate in democracy?	哪一種方式可以影響並參與社會？	a	Kontakta politiker, demonstrera eller skriva på en namninsamling	Contact politicians, join a demonstration, or sign a petition	聯絡政治人物、示威或簽署請願書	a: Kontakta politiker, demonstrera eller skriva på en namninsamling | b: Förbjuda andra från att rösta i politiska val | c: Tvinga journalister att skriva vissa åsikter | d: Stoppa människor från att prata om politik	a: Contact politicians, join a demonstration, or sign a petition | b: Ban others from voting in political elections | c: Force journalists to write certain opinions | d: Stop people from talking about politics	a: 聯絡政治人物、示威或簽署請願書 | b: 禁止他人在政治選舉中投票 | c: 強迫記者寫某些意見 | d: 阻止人們談論政治	Det finns flera demokratiska sätt att påverka och delta i samhället, till exempel att kontakta politiker, demonstrera och starta eller skriva på en namninsamling. De andra alternativen skulle hindra människor från att rösta, uttrycka åsikter eller delta i demokratin.	People can influence and participate in society in several democratic ways, including contacting politicians, joining a demonstration, and starting or signing a petition. The other options would stop people from voting, expressing opinions, or taking part in democracy.	影響並參與社會有多種民主方式，例如聯絡政治人物、示威，以及發起或簽署請願書。其他選項會阻礙人們投票、表達意見或參與民主。	pending_native_review	pending_reviewer_notes
q014	zh-Hant	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Demokrati betyder folkstyre	10	Vad kallas det när lagarna gäller lika för alla och ingen får dömas utan en rättvis rättegång?	What is it called when laws apply equally to everyone and no one can be convicted without a fair trial?	法律平等適用於所有人，而且任何人未經公平審判不得被定罪，這叫什麼？	a	Rättssäkerhet	The rule of law	法律確定性	a: Rättssäkerhet | b: Censur | c: Segregation | d: Monarki	a: The rule of law | b: Censorship | c: Segregation | d: Monarchy	a: 法律確定性 | b: 審查制度 | c: 隔離 | d: 君主制	Rättssäkerhet betyder att lagarna gäller för alla och att ingen får dömas utan en rättvis rättegång. Censur, segregation och monarki betyder andra saker.	The rule of law means that laws apply to everyone and that no one can be convicted without a fair trial. Censorship, segregation, and monarchy mean other things.	法律確定性表示法律適用於所有人，任何人不得在沒有公平審判的情況下被定罪。審查制度、隔離和君主制是其他概念。	pending_native_review	pending_reviewer_notes
q015	zh-Hant	2	Ch. 02 · Sweden's democratic system	Sveriges demokratiska system	Hot mot demokratin	11	Hur kan ett lågt valdeltagande påverka demokratin?	How can a low voter turnout affect democracy?	低投票率會如何影響民主？	a	Människor kan få mindre möjlighet att påverka politiska beslut	People may have fewer opportunities to influence political decisions	人們影響政治決定的機會可能變少	a: Människor kan få mindre möjlighet att påverka politiska beslut | b: Alla väljare får två röster var i nästa val | c: Domstolarna tar över riksdagens uppgifter | d: Samhället blir automatiskt mer integrerat	a: People may have fewer opportunities to influence political decisions | b: All voters get two votes each in the next election | c: The courts take over the Riksdag's tasks | d: Society automatically becomes more integrated	a: 人們影響政治決定的機會可能變少 | b: 所有選民在下次選舉各有兩票 | c: 法院接管議會的任務 | d: 社會自動變得更融合	Ett lågt valdeltagande kan göra det svårare för människor att påverka politiska beslut i sin vardag. Det kan också öka skillnaderna mellan grupper i samhället; de andra alternativen beskriver följder som inte följer av lågt valdeltagande.	Low voter turnout can leave people with fewer opportunities to influence political decisions in everyday life. It can also widen differences between groups in society; the other options describe effects that do not follow from low voter turnout.	低投票率會使人們更難在日常生活中影響政治決定，也可能加大社會群體之間的差異。其他選項不是低投票率的結果。	pending_native_review	pending_reviewer_notes
q016	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur väljer medborgarna ledamöter till riksdagen i Sveriges parlamentariska representativa demokrati?	How do citizens choose members of the Riksdag in Sweden's parliamentary representative democracy?	在瑞典的議會代表民主中，公民如何選出國會議員？	a	Genom att rösta i allmänna val	By voting in general elections	透過普選投票	a: Genom att rösta i allmänna val | b: Domstolarna väljer alla riksdagsledamöter | c: Kungen bestämmer ensam över riksdagen | d: Myndigheter röstar fram regeringen	a: By voting in general elections | b: The courts elect all members of the Riksdag | c: The king alone decides over the Riksdag | d: Government agencies vote the government into office	a: 透過普選投票 | b: 法院選出所有國會議員 | c: 國王單獨決定國會 | d: 政府機關投票選出政府	Sverige är en parlamentarisk representativ demokrati: medborgarna väljer riksdagsledamöter genom att rösta i allmänna val. Riksdagen fattar sedan beslut om lagar och statens budget, så varken domstolarna, kungen eller myndigheter väljer ledamöterna.	Sweden is a parliamentary representative democracy: citizens elect members of the Riksdag by voting in general elections. The Riksdag then decides on laws and the state budget, so the courts, the king, and government agencies do not choose its members.	瑞典是議會代表民主：公民透過普選投票選出國會議員。之後國會決定法律和國家預算，因此法院、國王或政府機關並不選出議員。 (Riksdag)	pending_native_review	pending_reviewer_notes
q017	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Hur många ledamöter har riksdagen?	How many members does the Riksdag have?	瑞典國會有多少名議員？	c	349	349	349	a: 21 | b: 290 | c: 349 | d: 1 600	a: 21 | b: 290 | c: 349 | d: 1,600	a: 21 | b: 290 | c: 349 | d: 1,600	Riksdagen har 349 ledamöter, och de väljs vart fjärde år. Talen 21, 290 och 1 600 anger inte antalet ledamöter i riksdagen.	The Riksdag has 349 members, and they are elected every four years. The numbers 21, 290, and 1,600 do not give the number of Riksdag members.	瑞典國會有 349 名議員，他們每四年選出一次。21、290 和 1,600 不是國會議員的人數。 (Riksdag)	pending_native_review	pending_reviewer_notes
q018	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vem väljer statsministern?	Who chooses the prime minister?	誰選出首相？	a	Riksdagen	The Riksdag	國會	a: Riksdagen | b: Kungen ensam | c: Polismyndigheten | d: Regionfullmäktige	a: The Riksdag | b: The king alone | c: The Swedish Police Authority | d: The regional council	a: 國會 | b: 只有國王 | c: 瑞典警察局 | d: 地區議會	Riksdagen väljer statsministern, som får i uppdrag att bilda regering. Statsministern väljer därefter ministrarna; varken kungen, Polismyndigheten eller regionfullmäktige väljer statsminister.	The Riksdag chooses the prime minister, who is then tasked with forming a government. The prime minister chooses the ministers; neither the king, the Swedish Police Authority, nor regional councils choose the prime minister.	國會選出首相，首相隨後負責組成政府。首相再選擇各部長；國王、警察局或地區議會都不選首相。 (Riksdag)	pending_native_review	pending_reviewer_notes
q019	zh-Hant	4	Ch. 04 · Political elections and parties	Politiska val och partier	Val och röstning	14	Hur gammal måste man ha fyllt för att ha rösträtt?	How old must a person be to have the right to vote?	要有投票權，必須年滿多少歲？	b	18 år	18 years old	18 歲	a: 16 år | b: 18 år | c: 20 år | d: 25 år	a: 16 years old | b: 18 years old | c: 20 years old | d: 25 years old	a: 16 歲 | b: 18 歲 | c: 20 歲 | d: 25 歲	Man måste ha fyllt 18 år för att ha rösträtt. Därför är 16, 20 och 25 år fel här; i riksdagsval krävs också svenskt medborgarskap.	A person must have turned 18 to have the right to vote. That is why 16, 20, and 25 are wrong here; voting in a Riksdag election also requires Swedish citizenship.	要有投票權，必須已年滿 18 歲。因此 16、20 和 25 歲在這裡是錯的；在瑞典國會選舉中還需要瑞典公民身份。	pending_native_review	pending_reviewer_notes
q020	zh-Hant	4	Ch. 04 · Political elections and parties	Politiska val och partier	Folkomröstningar	14	Vad betyder det att folkomröstningar i Sverige är rådgivande?	What does it mean that referendums in Sweden are advisory?	瑞典的公投是諮詢性的，這是什麼意思？	a	Politikerna behöver inte följa resultatet	Politicians do not have to follow the result	政治人物不一定必須遵循結果	a: Politikerna behöver inte följa resultatet | b: Politikerna måste alltid följa resultatet | c: Folkomröstningar får bara hållas på nationell nivå | d: De ersätter ordinarie val till riksdagen	a: Politicians do not have to follow the result | b: Politicians must always follow the result | c: Referendums may only be held nationally | d: They replace regular Riksdag elections	a: 政治人物不一定必須遵循結果 | b: 政治人物必須永遠遵循結果 | c: 公投只能在全國層級舉行 | d: 它們取代正常的國會選舉	Folkomröstningar kan hållas om en särskild fråga nationellt, i en region eller i en kommun. De är rådgivande, så politikerna behöver inte följa resultatet.	Referendums can be held on a specific issue nationally, in a region, or in a municipality. They are advisory, so politicians do not have to follow the result.	公投可以就某個特定問題在全國、地區或市鎮舉行。它們是諮詢性的，所以政治人物不一定必須遵循結果。	pending_native_review	pending_reviewer_notes
q021	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Landet styrs på olika nivåer	12	Vilka tre nivåer delar det politiska ansvaret i Sverige?	Which three levels share political responsibility in Sweden?	在瑞典，哪三個層級共同分擔政治責任？	a	Stat, regioner och kommuner	The state, regions, and municipalities	國家、區域和市鎮	a: Stat, regioner och kommuner | b: Kung, kyrka och adel | c: Polis, domstol och fängelse | d: Banker, företag och hushåll	a: The state, regions, and municipalities | b: The king, church, and nobility | c: Police, court, and prison | d: Banks, companies, and households	a: 國家、區域和市鎮 | b: 國王、教會和貴族 | c: 警察、法院和監獄 | d: 銀行、公司和家庭	Det politiska ansvaret i Sverige delas mellan nationell, regional och kommunal nivå. I praktiken betyder det staten, regionerna och kommunerna. EU-beslut kan också påverka Sverige.	Political responsibility in Sweden is divided between national, regional, and municipal levels. In practice, that means the state, regions, and municipalities. EU decisions can also affect Sweden.	瑞典的政治責任分為國家、區域和市鎮層級。實際上就是國家、區域和市鎮。歐盟決定也可能影響瑞典。	pending_native_review	pending_reviewer_notes
q022	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Vilken av följande uppgifter har riksdagen?	Which of the following tasks belongs to the Riksdag?	以下哪一項是國會的任務？	c	Att besluta om lagar och hur statens pengar ska användas	To decide laws and how the state's money should be used	決定法律以及國家資金如何使用	a: Att sköta regionernas kollektivtrafik | b: Att vara Sveriges statschef | c: Att besluta om lagar och hur statens pengar ska användas | d: Att ensam utreda brott	a: To manage regional public transport | b: To be Sweden's head of state | c: To decide laws and how the state's money should be used | d: To investigate crimes alone	a: 管理區域公共交通 | b: 擔任瑞典國家元首 | c: 決定法律以及國家資金如何使用 | d: 單獨調查犯罪	Riksdagens ledamöter beslutar om lagar, statens budget och hur statens pengar ska användas. Därför är alternativet om lagar och statens pengar rätt; kollektivtrafik, statschef och brottsutredningar hör till andra delar av samhället.	Members of the Riksdag decide laws, the state budget, and how the state's money should be used. Therefore the option about laws and state money is correct; public transport, the head of state, and criminal investigations belong to other parts of society.	國會議員決定法律、國家預算以及國家資金如何使用。因此，關於法律和國家資金的選項是正確的；公共交通、國家元首和犯罪調查屬於社會的其他部分。	pending_native_review	pending_reviewer_notes
q023	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Staten	12	Riksdagen väljer statsminister.	The Riksdag chooses the prime minister.	國會選出首相。	true	Sant	True	正確	true: Sant | false: Falskt	true: True | false: False	true: 正確 | false: 錯誤	Riksdagen väljer statsminister, som får i uppdrag att bilda regering. Därefter väljer statsministern ministrarna i regeringen.	The Riksdag chooses the prime minister, who is given the task of forming a government. The prime minister then chooses the government ministers.	國會選出首相，首相受命組成政府。之後首相選擇政府部長。 (Riksdag)	pending_native_review	pending_reviewer_notes
q024	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Myndigheter	13	Vilket påstående beskriver statliga myndigheter?	Which statement describes government agencies?	哪一個說法描述了國家機關？	b	De genomför beslut och måste följa lagar och regeringens instruktioner	They implement decisions and must follow laws and government instructions	它們執行決定，並且必須遵守法律和政府指示	a: De ersätter domstolarna i brottmål | b: De genomför beslut och måste följa lagar och regeringens instruktioner | c: De beslutar vem som blir kung eller drottning | d: De skriver partiernas valprogram	a: They replace courts in criminal cases | b: They implement decisions and must follow laws and government instructions | c: They decide who becomes king or queen | d: They write parties’ election platforms	a: 它們在刑事案件中取代法院 | b: 它們執行決定，並且必須遵守法律和政府指示 | c: 它們決定誰成為國王或女王 | d: 它們撰寫各政黨的選舉綱領	Regeringen styr landet med hjälp av statliga myndigheter. Myndigheterna genomför beslut i praktiken och måste följa lagen samt regeringens instruktioner, därför är alternativet om beslut och regler rätt.	The government carries out its work through government agencies. Agencies put decisions into practice and must follow the law and the government's instructions, so the option about decisions and rules is correct.	政府透過國家機關治理國家。機關在實際上執行決定，並且必須遵守法律和政府指示，所以關於決定和規則的選項是正確的。	pending_native_review	pending_reviewer_notes
q025	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Regioner och kommuner	13	Vilken är regionernas främsta uppgift i Sverige?	What is the main responsibility of Sweden's regions?	瑞典區域的主要任務是什麼？	a	Att ansvara för hälso- och sjukvården	To be responsible for health care	負責醫療和健康照護	a: Att ansvara för hälso- och sjukvården | b: Att döma i brottmål | c: Att besluta om grundlagar | d: Att utse statsminister	a: To be responsible for health care | b: To judge criminal cases | c: To decide constitutional laws | d: To appoint the prime minister	a: 負責醫療和健康照護 | b: 審判刑事案件 | c: 決定憲法 | d: 任命首相	Sverige är indelat i 21 regioner. Regionernas främsta uppgift är hälso- och sjukvården, men de ser också till att det finns kollektivtrafik och ansvarar för länsmuseer. Därför är hälso- och sjukvård rätt; domstolar, grundlagar och statsminister hör till andra delar av samhället.	Sweden is divided into 21 regions. Their main responsibility is health care, but they also ensure public transport is available and are responsible for county museums. That makes health care correct; courts, constitutional laws, and appointing the prime minister belong to other parts of society.	瑞典分為 21 個區域。區域的主要任務是醫療和健康照護，但它們也確保有公共交通，並負責省級博物館。因此醫療和健康照護是正確的；法院、憲法和首相屬於社會的其他部分。	pending_native_review	pending_reviewer_notes
q026	zh-Hant	3	Ch. 03 · How Sweden is governed	Så här styrs Sverige	Kommunernas ansvar	13	Vilka vardagstjänster ansvarar kommuner för?	Which everyday services are municipalities responsible for?	市鎮負責哪些日常服務？	a	Vatten och avlopp, omsorg, snöröjning, parkskötsel och vuxenutbildning	Water and sewage, care services, snow removal, park maintenance, and adult education	自來水和排水、照護、除雪、公園維護和成人教育	a: Vatten och avlopp, omsorg, snöröjning, parkskötsel och vuxenutbildning | b: Att skicka ambassadörer till andra länder | c: Att bestämma EU-lagar | d: Att välja kronprinsessa	a: Water and sewage, care services, snow removal, park maintenance, and adult education | b: Sending ambassadors to other countries | c: Deciding EU laws | d: Choosing the crown princess	a: 自來水和排水、照護、除雪、公園維護和成人教育 | b: 派遣大使到其他國家 | c: 決定歐盟法律 | d: 選擇王儲公主	Kommunerna ansvarar för mycket av den service som invånarna använder i vardagen, till exempel vatten och avlopp, omsorg för äldre och barn, snöröjning, parkskötsel och vuxenutbildning. Därför är servicealternativet rätt; ambassadörer, EU-lagar och tronföljd hör till andra nivåer eller områden.	Municipalities are responsible for much of the service residents use in everyday life, including water and sewage, care for older people and children, snow removal, park maintenance, and adult education. That makes the local-services option correct; ambassadors, EU laws, and succession to the throne belong to other levels or areas.	市鎮負責居民日常使用的大部分服務，例如自來水和排水、老人和兒童照護、除雪、公園維護和成人教育。因此地方服務的選項是正確的；大使、歐盟法律和王位繼承屬於其他層級或領域。	pending_native_review	pending_reviewer_notes
